Airport Code,Time,Temperature,Dew Point,Humidity,Sea Level Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions,WinDirDegrees,Date
KLGA, 7:51 PM,88,64.9,46,29.78,10,NNW,10.4,-,N/A,,Mostly Cloudy,330,7/16/12 23:51
KNYC, 7:51 PM,88,63,43,29.79,10,Variable,6.9,-,N/A,,Clear,0,7/16/12 23:51
KEWR, 8:51 PM,88,66.9,49,29.79,10,WSW,8.1,-,N/A,,Mostly Cloudy,250,7/17/12 0:51
KJFK, 8:51 PM,82.9,69.1,63,29.8,10,SSE,3.5,-,N/A,,Mostly Cloudy,150,7/17/12 0:51
KLGA, 8:51 PM,88,64.9,46,29.78,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/17/12 0:51
KNYC, 8:51 PM,86,64.9,49,29.8,10,West,4.6,-,N/A,,Clear,280,7/17/12 0:51
KEWR, 9:51 PM,86,68,55,29.81,10,West,9.2,-,N/A,,Scattered Clouds,270,7/17/12 1:51
KJFK, 9:51 PM,84,68,58,29.82,10,WSW,8.1,-,N/A,,Mostly Cloudy,250,7/17/12 1:51
KLGA, 9:51 PM,88,66,48,29.81,10,West,8.1,-,N/A,,Scattered Clouds,260,7/17/12 1:51
KNYC, 9:51 PM,84,66,55,29.81,10,West,5.8,-,N/A,,Clear,270,7/17/12 1:51
KEWR, 10:51 PM,84,68,58,29.83,10,West,8.1,-,N/A,,Scattered Clouds,280,7/17/12 2:51
KJFK, 10:51 PM,81,71.1,72,29.83,10,WSW,8.1,-,N/A,,Scattered Clouds,250,7/17/12 2:51
KLGA, 10:51 PM,86,66,51,29.82,10,NW,10.4,-,N/A,,Scattered Clouds,310,7/17/12 2:51
KNYC, 10:51 PM,82.9,66,56,29.83,10,North,-9999,-,N/A,,Clear,0,7/17/12 2:51
KEWR, 11:51 PM,82.9,68,60,29.83,10,West,9.2,-,N/A,,Scattered Clouds,270,7/17/12 3:51
KJFK, 11:51 PM,82,68,62,29.83,10,West,6.9,-,N/A,,Partly Cloudy,270,7/17/12 3:51
KLGA, 11:51 PM,84.9,64,49,29.82,10,WNW,8.1,-,N/A,,Partly Cloudy,300,7/17/12 3:51
KNYC, 11:51 PM,82,64,54,29.83,10,WNW,3.5,-,N/A,,Clear,290,7/17/12 3:51
KEWR, 12:51 AM,80.1,66.9,64,29.83,10,West,8.1,-,N/A,,Scattered Clouds,270,7/17/12 4:51
KJFK, 12:51 AM,81,66.9,62,29.83,10,West,9.2,-,N/A,,Partly Cloudy,270,7/17/12 4:51
KLGA, 12:51 AM,82.9,64,53,29.82,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/17/12 4:51
KNYC, 12:51 AM,80.1,64,58,29.83,10,West,3.5,-,N/A,,Clear,270,7/17/12 4:51
KEWR, 1:51 AM,79,64,60,29.83,10,WNW,6.9,-,N/A,,Mostly Cloudy,290,7/17/12 5:51
KJFK, 1:51 AM,82,62.1,51,29.83,10,WNW,11.5,-,N/A,,Scattered Clouds,300,7/17/12 5:51
KLGA, 1:51 AM,81,64.9,58,29.82,10,NW,10.4,-,N/A,,Scattered Clouds,310,7/17/12 5:51
KNYC, 1:51 AM,79,62.1,56,29.83,10,West,4.6,-,N/A,,Clear,280,7/17/12 5:51
KEWR, 2:51 AM,78.1,63,60,29.83,10,West,3.5,-,N/A,,Mostly Cloudy,280,7/17/12 6:51
KJFK, 2:51 AM,80.1,61,52,29.82,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/17/12 6:51
KLGA, 2:51 AM,80.1,64,58,29.81,10,WNW,11.5,-,N/A,,Scattered Clouds,300,7/17/12 6:51
KNYC, 2:51 AM,78.1,61,56,29.83,10,Calm,Calm,-,N/A,,Clear,0,7/17/12 6:51
KEWR, 3:51 AM,75.9,63,64,29.82,10,WNW,6.9,-,N/A,,Scattered Clouds,290,7/17/12 7:51
KJFK, 3:51 AM,78.1,62.1,58,29.82,10,NW,8.1,-,N/A,,Partly Cloudy,320,7/17/12 7:51
KLGA, 3:51 AM,79,64,60,29.81,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/17/12 7:51
KNYC, 3:51 AM,77,61,58,29.82,10,WNW,3.5,-,N/A,,Clear,300,7/17/12 7:51
KEWR, 4:51 AM,75.9,62.1,62,29.82,10,WNW,3.5,-,N/A,,Mostly Cloudy,290,7/17/12 8:51
KJFK, 4:51 AM,75.9,62.1,62,29.82,10,NNW,5.8,-,N/A,,Mostly Cloudy,330,7/17/12 8:51
KLGA, 4:51 AM,77,64.9,66,29.81,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/17/12 8:51
KNYC, 4:51 AM,75,62.1,64,29.82,10,WNW,5.8,-,N/A,,Clear,300,7/17/12 8:51
KEWR, 5:51 AM,75.9,62.1,62,29.83,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/17/12 9:51
KJFK, 5:51 AM,77,62.1,60,29.83,10,NW,9.2,-,N/A,,Mostly Cloudy,320,7/17/12 9:51
KLGA, 5:51 AM,77,64.9,66,29.82,10,NW,8.1,-,N/A,,Mostly Cloudy,320,7/17/12 9:51
KNYC, 5:51 AM,75.9,62.1,62,29.83,10,Calm,Calm,-,N/A,,Clear,0,7/17/12 9:51
KEWR, 6:51 AM,78.1,62.1,58,29.84,9,West,5.8,-,N/A,,Mostly Cloudy,280,7/17/12 10:51
KJFK, 6:51 AM,79,62.1,56,29.83,10,NW,5.8,-,N/A,,Mostly Cloudy,320,7/17/12 10:51
KLGA, 6:51 AM,78.1,66,66,29.83,10,NW,5.8,-,N/A,,Mostly Cloudy,320,7/17/12 10:51
KNYC, 6:51 AM,75,63,66,29.83,9,West,3.5,-,N/A,,Clear,280,7/17/12 10:51
KEWR, 7:51 AM,81,62.1,52,29.85,10,WSW,3.5,-,N/A,,Mostly Cloudy,250,7/17/12 11:51
KJFK, 7:51 AM,82,64,54,29.85,10,West,5.8,-,N/A,,Mostly Cloudy,260,7/17/12 11:51
KLGA, 7:51 AM,81,64,56,29.84,10,NW,4.6,-,N/A,,Mostly Cloudy,310,7/17/12 11:51
KNYC, 7:51 AM,77,62.1,60,29.85,9,West,3.5,-,N/A,,Clear,280,7/17/12 11:51
KEWR, 8:51 AM,84,61,46,29.86,10,WSW,8.1,-,N/A,,Mostly Cloudy,250,7/17/12 12:51
KJFK, 8:51 AM,82.9,64.9,54,29.86,10,SW,8.1,-,N/A,,Scattered Clouds,230,7/17/12 12:51
KLGA, 8:51 AM,82.9,64.9,54,29.85,10,NW,6.9,-,N/A,,Mostly Cloudy,320,7/17/12 12:51
KNYC, 8:51 AM,80.1,63,56,29.86,9,Calm,Calm,-,N/A,,Clear,0,7/17/12 12:51
KEWR, 9:51 AM,88,61,40,29.85,10,WSW,9.2,-,N/A,,Scattered Clouds,250,7/17/12 13:51
KJFK, 9:51 AM,84.9,64,49,29.86,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/17/12 13:51
KLGA, 9:51 AM,86,62.1,44,29.84,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/17/12 13:51
KNYC, 9:51 AM,82.9,62.1,49,29.84,9,SW,4.6,-,N/A,,Clear,230,7/17/12 13:51
KEWR, 10:51 AM,91.9,60.1,34,29.83,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/17/12 14:51
KJFK, 10:51 AM,89.1,61,39,29.85,10,SSW,9.2,-,N/A,,Mostly Cloudy,210,7/17/12 14:51
KLGA, 10:51 AM,90,60.1,37,29.83,10,SW,10.4,-,N/A,,Mostly Cloudy,230,7/17/12 14:51
KNYC, 10:51 AM,87.1,62.1,43,29.84,9,Calm,Calm,-,N/A,,Clear,0,7/17/12 14:51
KEWR, 11:51 AM,93.9,61,33,29.83,10,SW,13.8,19.6,N/A,,Mostly Cloudy,220,7/17/12 15:51
KJFK, 11:51 AM,90,62.1,39,29.85,10,SSW,13.8,20.7,N/A,,Mostly Cloudy,210,7/17/12 15:51
KLGA, 11:51 AM,91.9,60.1,34,29.82,10,SW,12.7,19.6,N/A,,Mostly Cloudy,220,7/17/12 15:51
KNYC, 11:51 AM,90,62.1,39,29.83,9,Variable,5.8,-,N/A,,Clear,0,7/17/12 15:51
KEWR, 12:51 PM,98.1,59,27,29.81,10,SW,15,20.7,N/A,,Mostly Cloudy,230,7/17/12 16:51
KJFK, 12:51 PM,90,64,42,29.83,10,South,11.5,-,N/A,,Mostly Cloudy,190,7/17/12 16:51
KLGA, 12:51 PM,93.9,60.1,32,29.8,10,SW,11.5,-,N/A,,Mostly Cloudy,220,7/17/12 16:51
KNYC, 12:51 PM,90,64.9,43,29.81,9,North,-9999,-,N/A,,Clear,0,7/17/12 16:51
KEWR, 1:51 PM,99,60.1,28,29.79,10,WSW,12.7,20.7,N/A,,Mostly Cloudy,240,7/17/12 17:51
KJFK, 1:51 PM,88,64.9,46,29.82,10,South,15,-,N/A,,Mostly Cloudy,190,7/17/12 17:51
KLGA, 1:51 PM,96.1,61,31,29.79,10,SW,13.8,23,N/A,,Mostly Cloudy,220,7/17/12 17:51
KNYC, 1:51 PM,93.9,63,36,29.79,9,Variable,3.5,-,N/A,,Clear,0,7/17/12 17:51
KEWR, 2:51 PM,97,61,30,29.78,10,West,16.1,21.9,N/A,,Mostly Cloudy,260,7/17/12 18:51
KJFK, 2:51 PM,86,66.9,53,29.81,10,South,18.4,-,N/A,,Mostly Cloudy,190,7/17/12 18:51
KLGA, 2:51 PM,95,62.1,33,29.77,10,SW,13.8,20.7,N/A,,Mostly Cloudy,220,7/17/12 18:51
KNYC, 2:51 PM,91,64.9,42,29.78,9,North,-9999,-,N/A,,Clear,0,7/17/12 18:51
KEWR, 3:51 PM,99,61,28,29.76,10,SW,19.6,-,N/A,,Mostly Cloudy,230,7/17/12 19:51
KJFK, 3:51 PM,86,66,51,29.79,10,South,19.6,-,N/A,,Mostly Cloudy,190,7/17/12 19:51
KLGA, 3:51 PM,97,62.1,31,29.75,10,WSW,17.3,24.2,N/A,,Mostly Cloudy,240,7/17/12 19:51
KNYC, 3:51 PM,93.9,63,36,29.76,9,North,-9999,-,N/A,,Clear,0,7/17/12 19:51
KEWR, 4:51 PM,98.1,62.1,30,29.74,10,SW,16.1,25.3,N/A,,Scattered Clouds,230,7/17/12 20:51
KJFK, 4:51 PM,84,68,58,29.76,10,South,18.4,-,N/A,,Scattered Clouds,190,7/17/12 20:51
KLGA, 4:51 PM,97,62.1,31,29.73,10,SW,19.6,25.3,N/A,,Scattered Clouds,230,7/17/12 20:51
KNYC, 4:51 PM,93.9,62.1,35,29.74,9,WSW,6.9,17.3,N/A,,Clear,250,7/17/12 20:51
KEWR, 5:51 PM,98.1,63,31,29.73,10,SW,19.6,25.3,N/A,,Scattered Clouds,230,7/17/12 21:51
KJFK, 5:51 PM,84,71.1,65,29.75,10,South,16.1,-,N/A,,Mostly Cloudy,190,7/17/12 21:51
KLGA, 5:51 PM,97,63,32,29.73,10,SW,13.8,23,N/A,,Mostly Cloudy,230,7/17/12 21:51
KNYC, 5:51 PM,93,64,38,29.74,9,Variable,3.5,-,N/A,,Clear,0,7/17/12 21:51
KEWR, 6:51 PM,96.1,64,35,29.74,10,WSW,16.1,24.2,N/A,,Scattered Clouds,240,7/17/12 22:51
KJFK, 6:51 PM,86,70,59,29.76,10,SSW,16.1,-,N/A,,Mostly Cloudy,210,7/17/12 22:51
KLGA, 6:51 PM,95,64,36,29.74,10,West,13.8,23,N/A,,Mostly Cloudy,260,7/17/12 22:51
KNYC, 6:51 PM,91.9,64.9,41,29.75,9,WSW,6.9,-,N/A,,Clear,250,7/17/12 22:51
KEWR, 7:51 PM,93.2,64.4,38,29.76,10,SW,12.7,-,N/A,,Scattered Clouds,230,7/17/12 23:51
KJFK, 7:51 PM,84.9,70,61,29.77,10,SW,10.4,-,N/A,,Scattered Clouds,220,7/17/12 23:51
KLGA, 7:51 PM,93.2,64.4,38,29.74,10,WSW,11.5,20.7,N/A,,Mostly Cloudy,250,7/17/12 23:51
KNYC, 7:51 PM,91,64.9,42,29.76,9,WSW,9.2,20.7,N/A,,Clear,240,7/17/12 23:51
KEWR, 8:51 PM,91.9,66,42,29.77,10,SW,12.7,-,N/A,,Scattered Clouds,230,7/18/12 0:51
KJFK, 8:51 PM,86,69.1,57,29.78,10,SW,10.4,-,N/A,,Scattered Clouds,220,7/18/12 0:51
KLGA, 8:51 PM,93,66,41,29.76,10,WSW,9.2,21.9,N/A,,Scattered Clouds,240,7/18/12 0:51
KNYC, 8:51 PM,89.1,64.9,45,29.77,10,WSW,5.8,-,N/A,,Clear,250,7/18/12 0:51
KEWR, 9:51 PM,91,66,44,29.78,10,SW,15,-,N/A,,Scattered Clouds,220,7/18/12 1:51
KJFK, 9:51 PM,82.9,68,60,29.79,10,South,10.4,-,N/A,,Mostly Cloudy,190,7/18/12 1:51
KLGA, 9:51 PM,91.9,66,42,29.77,10,SW,15,18.4,N/A,,Scattered Clouds,220,7/18/12 1:51
KNYC, 9:51 PM,89.1,66,46,29.78,10,Variable,5.8,-,N/A,,Clear,0,7/18/12 1:51
KEWR, 10:51 PM,90,66.9,46,29.78,10,SW,13.8,-,N/A,,Scattered Clouds,230,7/18/12 2:51
KJFK, 10:51 PM,84,68,58,29.79,10,SW,12.7,-,N/A,,Scattered Clouds,220,7/18/12 2:51
KLGA, 10:51 PM,91,66.9,45,29.77,10,SW,10.4,-,N/A,,Scattered Clouds,230,7/18/12 2:51
KNYC, 10:51 PM,88,66.9,49,29.78,10,Variable,5.8,-,N/A,,Clear,0,7/18/12 2:51
KEWR, 11:51 PM,89.1,66.9,48,29.79,10,WSW,12.7,-,N/A,,Scattered Clouds,240,7/18/12 3:51
KJFK, 11:51 PM,82.9,66.9,58,29.81,10,SW,11.5,-,N/A,,Mostly Cloudy,230,7/18/12 3:51
KLGA, 11:51 PM,91,66.9,45,29.78,10,SW,11.5,19.6,N/A,,Scattered Clouds,230,7/18/12 3:51
KNYC, 11:51 PM,87.1,66.9,51,29.79,10,North,-9999,-,N/A,,Clear,0,7/18/12 3:51
KEWR, 12:51 AM,88,68,51,29.8,10,WSW,12.7,-,N/A,,Partly Cloudy,240,7/18/12 4:51
KJFK, 12:51 AM,82.9,69.1,63,29.81,10,WSW,9.2,-,N/A,,Mostly Cloudy,240,7/18/12 4:51
KLGA, 12:51 AM,89.1,66.9,48,29.79,10,WSW,11.5,17.3,N/A,,Mostly Cloudy,250,7/18/12 4:51
KNYC, 12:51 AM,87.1,66,49,29.8,9,WSW,8.1,-,N/A,,Clear,250,7/18/12 4:51
KEWR, 1:51 AM,86,68,55,29.8,10,SW,12.7,-,N/A,,Clear,230,7/18/12 5:51
KJFK, 1:51 AM,82,69.1,65,29.81,10,SW,6.9,-,N/A,,Mostly Cloudy,230,7/18/12 5:51
KLGA, 1:51 AM,89.1,66.9,48,29.78,10,WSW,12.7,21.9,N/A,,Mostly Cloudy,250,7/18/12 5:51
KNYC, 1:51 AM,86,66.9,53,29.8,10,Variable,3.5,-,N/A,,Clear,0,7/18/12 5:51
KEWR, 2:51 AM,84.9,68,57,29.78,10,WSW,12.7,-,N/A,,Partly Cloudy,240,7/18/12 6:51
KJFK, 2:51 AM,80.1,70,71,29.79,10,SW,9.2,-,N/A,,Scattered Clouds,230,7/18/12 6:51
KLGA, 2:51 AM,88,68,51,29.78,10,WSW,9.2,-,N/A,,Scattered Clouds,240,7/18/12 6:51
KNYC, 2:51 AM,84.9,66.9,55,29.78,9,Variable,5.8,-,N/A,,Clear,0,7/18/12 6:51
KEWR, 3:51 AM,84,68,58,29.77,10,WSW,12.7,-,N/A,,Scattered Clouds,240,7/18/12 7:51
KJFK, 3:51 AM,80.1,70,71,29.78,9,SW,11.5,-,N/A,,Partly Cloudy,230,7/18/12 7:51
KLGA, 3:51 AM,87.1,68,53,29.76,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/18/12 7:51
KNYC, 3:51 AM,82.9,68,60,29.77,9,Variable,6.9,-,N/A,,Clear,0,7/18/12 7:51
KEWR, 4:51 AM,82.9,68,60,29.77,10,SW,11.5,-,N/A,,Scattered Clouds,230,7/18/12 8:51
KJFK, 4:51 AM,79,70,74,29.78,10,SW,11.5,-,N/A,,Scattered Clouds,230,7/18/12 8:51
KLGA, 4:51 AM,86,68,55,29.76,10,SW,10.4,-,N/A,,Mostly Cloudy,230,7/18/12 8:51
KNYC, 4:51 AM,82.9,68,60,29.77,9,SW,6.9,-,N/A,,Clear,230,7/18/12 8:51
KEWR, 5:51 AM,82,68,62,29.78,10,WSW,10.4,-,N/A,,Scattered Clouds,240,7/18/12 9:51
KJFK, 5:51 AM,80.1,70,71,29.8,10,SW,11.5,-,N/A,,Scattered Clouds,230,7/18/12 9:51
KLGA, 5:51 AM,84.9,68,57,29.78,10,SW,8.1,-,N/A,,Scattered Clouds,230,7/18/12 9:51
KNYC, 5:51 AM,82,68,62,29.79,7,Variable,4.6,-,N/A,,Clear,0,7/18/12 9:51
KEWR, 6:51 AM,82.9,69.1,63,29.8,10,SW,10.4,-,N/A,,Scattered Clouds,230,7/18/12 10:51
KJFK, 6:51 AM,81,71.1,72,29.81,9,WSW,9.2,-,N/A,,Scattered Clouds,240,7/18/12 10:51
KLGA, 6:51 AM,86,68,55,29.79,10,WSW,6.9,16.1,N/A,,Scattered Clouds,240,7/18/12 10:51
KNYC, 6:51 AM,82,68,62,29.8,7,Variable,3.5,-,N/A,,Clear,0,7/18/12 10:51
KEWR, 7:51 AM,84.9,69.1,59,29.82,10,WSW,10.4,-,N/A,,Mostly Cloudy,240,7/18/12 11:51
KJFK, 7:51 AM,84,70,63,29.83,9,WSW,10.4,-,N/A,,Scattered Clouds,250,7/18/12 11:51
KLGA, 7:51 AM,86,69.1,57,29.81,9,WSW,6.9,-,N/A,,Mostly Cloudy,240,7/18/12 11:51
KNYC, 7:51 AM,82.9,69.1,63,29.82,7,Calm,Calm,-,N/A,,Clear,0,7/18/12 11:51
KEWR, 8:51 AM,87.1,70,57,29.83,8,West,8.1,-,N/A,,Mostly Cloudy,260,7/18/12 12:51
KJFK, 8:51 AM,84.9,71.1,63,29.84,9,WSW,8.1,-,N/A,,Mostly Cloudy,240,7/18/12 12:51
KLGA, 8:51 AM,87.1,69.1,55,29.82,9,West,8.1,-,N/A,,Mostly Cloudy,270,7/18/12 12:51
KNYC, 8:51 AM,84.9,69.1,59,29.83,7,Calm,Calm,-,N/A,,Clear,0,7/18/12 12:51
KEWR, 9:51 AM,91,70,50,29.83,10,West,5.8,-,N/A,,Mostly Cloudy,270,7/18/12 13:51
KJFK, 9:51 AM,86,72,63,29.84,8,SW,8.1,-,N/A,,Mostly Cloudy,230,7/18/12 13:51
KLGA, 9:51 AM,90,70,52,29.82,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/18/12 13:51
KNYC, 9:51 AM,87.1,69.1,55,29.83,7,Calm,Calm,-,N/A,,Clear,0,7/18/12 13:51
KEWR, 10:51 AM,96.1,71.1,44,29.83,10,West,8.1,-,N/A,,Mostly Cloudy,260,7/18/12 14:51
KJFK, 10:51 AM,91,71.1,52,29.84,9,SW,9.2,-,N/A,,Scattered Clouds,220,7/18/12 14:51
KLGA, 10:51 AM,95,70,44,29.82,10,Variable,6.9,-,N/A,,Scattered Clouds,0,7/18/12 14:51
KNYC, 10:51 AM,91.9,71.1,50,29.83,7,Variable,3.5,-,N/A,,Clear,0,7/18/12 14:51
KEWR, 11:51 AM,100,69.1,37,29.81,10,SW,9.2,-,N/A,,Mostly Cloudy,220,7/18/12 15:51
KJFK, 11:51 AM,93,71.1,49,29.84,10,SSW,10.4,-,N/A,,Scattered Clouds,210,7/18/12 15:51
KLGA, 11:51 AM,98.1,68,37,29.81,10,West,10.4,-,N/A,,Scattered Clouds,260,7/18/12 15:51
KNYC, 11:51 AM,98.1,70,40,29.82,8,Calm,Calm,-,N/A,,Clear,0,7/18/12 15:51
KEWR, 12:51 PM,102.9,66.9,31,29.8,10,SW,12.7,18.4,N/A,,Mostly Cloudy,230,7/18/12 16:51
KJFK, 12:51 PM,93.9,72,49,29.83,9,SSW,12.7,-,N/A,,Scattered Clouds,200,7/18/12 16:51
KLGA, 12:51 PM,100,68,35,29.79,10,SW,10.4,-,N/A,,Mostly Cloudy,220,7/18/12 16:51
KNYC, 12:51 PM,97,69.1,40,29.8,9,Variable,5.8,17.3,N/A,,Clear,0,7/18/12 16:51
KLGA, 1:00 PM,100.4,68,35,29.79,10,SW,15,19.6,N/A,Thunderstorm,Thunderstorm,220,7/18/12 17:00
KLGA, 1:39 PM,98.6,69.8,39,29.77,10,SSW,12.7,19.6,N/A,,Mostly Cloudy,210,7/18/12 17:39
KEWR, 1:51 PM,102.9,66.9,31,29.77,10,WSW,12.7,19.6,N/A,,Mostly Cloudy,250,7/18/12 17:51
KJFK, 1:51 PM,96.1,73,47,29.81,9,South,13.8,-,N/A,,Scattered Clouds,190,7/18/12 17:51
KLGA, 1:51 PM,99,68,36,29.78,10,WSW,15,18.4,N/A,,Mostly Cloudy,240,7/18/12 17:51
KNYC, 1:51 PM,95,68,41,29.78,9,Variable,4.6,-,N/A,,Partly Cloudy,0,7/18/12 17:51
KLGA, 2:43 PM,96.8,73.4,47,29.74,9,South,18.4,27.6,N/A,,Mostly Cloudy,170,7/18/12 18:43
KEWR, 2:51 PM,102,64.9,30,29.75,10,SW,19.6,28.8,N/A,,Mostly Cloudy,230,7/18/12 18:51
KJFK, 2:51 PM,91,73.9,57,29.78,9,South,17.3,-,N/A,,Scattered Clouds,190,7/18/12 18:51
KLGA, 2:51 PM,96.1,73,47,29.73,9,South,17.3,-,N/A,,Mostly Cloudy,170,7/18/12 18:51
KNYC, 2:51 PM,93.9,68,43,29.75,10,Variable,4.6,-,N/A,,Partly Cloudy,0,7/18/12 18:51
KLGA, 3:16 PM,93.2,71.6,49,29.76,9,NW,17.3,24.2,N/A,Thunderstorm,Thunderstorm,310,7/18/12 19:16
KEWR, 3:17 PM,95,66.2,39,29.74,10,South,18.4,29.9,N/A,,Mostly Cloudy,190,7/18/12 19:17
KEWR, 3:38 PM,91.4,66.2,43,29.75,9,South,15,23,0,Rain-Thunderstorm,Light Thunderstorms and Rain,180,7/18/12 19:38
KEWR, 3:51 PM,93.9,66.9,41,29.78,9,Variable,5.8,-,0,Rain-Thunderstorm,Light Thunderstorms and Rain,0,7/18/12 19:51
KJFK, 3:51 PM,86,75,70,29.79,8,SSW,19.6,-,N/A,,Mostly Cloudy,210,7/18/12 19:51
KLGA, 3:51 PM,82.9,71.1,67,29.79,5,NNE,9.2,-,0.02,Rain-Thunderstorm,Light Thunderstorms and Rain,30,7/18/12 19:51
KJFK, 4:10 PM,86,73.4,66,29.79,9,NW,4.6,-,N/A,Thunderstorm,Thunderstorm,320,7/18/12 20:10
KLGA, 4:10 PM,82.4,73.4,74,29.84,1,West,19.6,26.5,0.04,Rain-Thunderstorm,Heavy Thunderstorms and Rain,260,7/18/12 20:10
KLGA, 4:13 PM,80.6,73.4,79,29.84,0.2,South,16.1,26.5,0.07,Rain-Thunderstorm,Heavy Thunderstorms and Rain,170,7/18/12 20:13
KEWR, 4:15 PM,87.8,71.6,58,29.79,9,NNE,16.1,-,0,Thunderstorm,Thunderstorm,30,7/18/12 20:15
KNYC, 4:22 PM,73.9,73,97,29.87,0.2,Variable,4.6,19.6,0.72,Fog-Rain,Heavy Rain,0,7/18/12 20:22
KLGA, 4:24 PM,78.8,69.8,74,29.85,0.5,SSW,21.9,36.8,0.47,Rain-Thunderstorm,Heavy Thunderstorms and Rain,210,7/18/12 20:24
KEWR, 4:36 PM,82.4,75.2,79,29.88,2,NNW,23,33.4,0.01,Rain-Thunderstorm,Heavy Thunderstorms and Rain,330,7/18/12 20:36
KLGA, 4:36 PM,78.8,69.8,74,29.84,2,SW,12.7,31.1,0.73,Rain-Thunderstorm,Heavy Thunderstorms and Rain,230,7/18/12 20:36
KNYC, 4:37 PM,73.9,73,97,29.84,1,Variable,4.6,-,0.89,Rain,Rain,0,7/18/12 20:37
KEWR, 4:39 PM,80.6,73.4,79,29.88,0.5,NNW,33.4,42.6,0.02,Rain-Thunderstorm,Heavy Thunderstorms and Rain,330,7/18/12 20:39
KEWR, 4:51 PM,75,72,90,29.87,0.5,North,27.6,35.7,0.06,Rain-Thunderstorm,Heavy Thunderstorms and Rain,350,7/18/12 20:51
KJFK, 4:51 PM,80.1,69.1,69,29.82,10,North,13.8,29.9,0,Rain-Thunderstorm,Light Thunderstorms and Rain,10,7/18/12 20:51
KLGA, 4:51 PM,73.9,72,93,29.83,2,Variable,3.5,-,1.21,Rain-Thunderstorm,Heavy Thunderstorms and Rain,0,7/18/12 20:51
KNYC, 4:51 PM,73,73,100,29.85,0.5,SW,10.4,23,1.19,Fog-Rain,Rain,230,7/18/12 20:51
KEWR, 5:00 PM,73.4,71.6,94,29.87,0.5,NNE,18.4,33.4,0.31,Rain-Thunderstorm,Heavy Thunderstorms and Rain,30,7/18/12 21:00
KNYC, 5:01 PM,73,73,100,29.88,1,SW,10.4,21.9,0.03,Rain,Heavy Rain,230,7/18/12 21:01
KLGA, 5:02 PM,75.2,71.6,89,29.86,1,SSW,23,31.1,0.24,Rain-Thunderstorm,Heavy Thunderstorms and Rain,210,7/18/12 21:02
KNYC, 5:03 PM,73.9,73,97,29.88,0.8,SW,11.5,21.9,0.09,Rain,Heavy Rain,230,7/18/12 21:03
KEWR, 5:10 PM,75.2,71.6,89,29.82,3,ENE,9.2,28.8,0.48,Rain-Thunderstorm,Thunderstorms and Rain,60,7/18/12 21:10
KNYC, 5:12 PM,73.9,73,97,29.88,0.5,WSW,5.8,19.6,0.29,Fog-Rain,Heavy Rain,240,7/18/12 21:12
KJFK, 5:14 PM,78.8,69.8,74,29.85,1,NNW,25.3,41.4,0,Rain-Thunderstorm,Light Thunderstorms and Rain,330,7/18/12 21:14
KLGA, 5:23 PM,75.2,73.4,94,29.83,2.5,South,3.5,-,0.49,Rain-Thunderstorm,Thunderstorms and Rain,190,7/18/12 21:23
KEWR, 5:24 PM,75.2,71.6,89,29.85,9,WSW,10.4,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,250,7/18/12 21:24
KNYC, 5:27 PM,73.9,73.9,100,29.85,1.2,Calm,Calm,-,0.39,Rain,Rain,0,7/18/12 21:27
KJFK, 5:35 PM,75.2,71.6,89,29.83,6,NNW,12.7,-,0.18,Rain-Thunderstorm,Light Thunderstorms and Rain,330,7/18/12 21:35
KEWR, 5:51 PM,77,72,84,29.84,9,Calm,Calm,-,0.48,Rain-Thunderstorm,Light Thunderstorms and Rain,0,7/18/12 21:51
KJFK, 5:51 PM,77,70,79,29.9,5,West,18.4,21.9,0.18,Rain-Thunderstorm,Light Thunderstorms and Rain,260,7/18/12 21:51
KLGA, 5:51 PM,77,75,94,29.86,3,SW,6.9,-,0.53,Rain-Thunderstorm,Light Thunderstorms and Rain,220,7/18/12 21:51
KNYC, 5:51 PM,73.9,73.9,100,29.87,1.8,Calm,Calm,-,0.43,Rain,Light Rain,0,7/18/12 21:51
KNYC, 5:59 PM,73.9,73.9,100,29.89,2.5,Variable,4.6,-,0.01,Rain,Light Rain,0,7/18/12 21:59
KJFK, 6:07 PM,75.2,71.6,89,29.84,6,WSW,5.8,-,0.02,Rain-Thunderstorm,Light Thunderstorms and Rain,250,7/18/12 22:07
KNYC, 6:08 PM,73.9,73,97,29.87,1.8,Calm,Calm,-,0.02,Rain,Rain,0,7/18/12 22:08
KEWR, 6:37 PM,77,73.4,89,29.82,9,WSW,5.8,-,0.03,Rain,Light Rain,250,7/18/12 22:37
KNYC, 6:37 PM,73.9,73,97,29.81,3,NNE,5.8,-,0.07,Rain,Light Rain,20,7/18/12 22:37
